species_id;GBIF_species_id;GBIF_species_name;GBIF_genus_name;GBIF_family_name;GBIF_kingdom_name
802;2849640;Orchis italica;Orchis;Orchidaceae;Plantae
803;3171945;Verbascum nigrum;Verbascum;Scrophulariaceae;Plantae
804;7625285;Petrosedum forsterianum;Petrosedum;Crassulaceae;Plantae
805;6409706;Salvia verbenaca;Salvia;Lamiaceae;Plantae
806;5323839;Brassia caudata;Brassia;Orchidaceae;Plantae
807;2687885;Ginkgo biloba;Ginkgo;Ginkgoaceae;Plantae
808;2765359;Tradescantia zebrina;Tradescantia;Commelinaceae;Plantae
809;9823314;Helianthemum apenninum;Helianthemum;Cistaceae;Plantae
810;2873926;Linum grandiflorum;Linum;Linaceae;Plantae
811;5314764;Serapias vomeracea;Serapias;Orchidaceae;Plantae
812;9410160;Torminalis glaberrima;Torminalis;Rosaceae;Plantae
813;5401760;Ageratum houstonianum;Ageratum;Asteraceae;Plantae
814;5335125;Gardenia jasminoides;Gardenia;Rubiaceae;Plantae
815;2889229;Persicaria orientalis;Persicaria;Polygonaceae;Plantae
816;2984580;Maclura pomifera;Maclura;Moraceae;Plantae
817;6027319;Oenanthe crocata;Oenanthe;Apiaceae;Plantae
818;5285165;Pinus pinea;Pinus;Pinaceae;Plantae
819;2816250;Neottia ovata;Neottia;Orchidaceae;Plantae
820;3032442;Rhodotypos scandens;Rhodotypos;Rosaceae;Plantae
821;2705181;Sorghum bicolor;Sorghum;Poaceae;Plantae
822;3042291;Hesperis matronalis;Hesperis;Brassicaceae;Plantae
823;4064467;Cynoglossum creticum;Cynoglossum;Boraginaceae;Plantae
824;7483998;Cneorum tricoccon;Cneorum;Rutaceae;Plantae
825;3039379;Ceanothus thyrsiflorus;Ceanothus;Rhamnaceae;Plantae
826;8998684;Epipactis helleborine;Epipactis;Orchidaceae;Plantae
827;2891641;Averrhoa carambola;Averrhoa;Oxalidaceae;Plantae
828;5285604;Pinus halepensis;Pinus;Pinaceae;Plantae
829;3169707;Vinca minor;Vinca;Apocynaceae;Plantae
830;5298051;Iris unguicularis;Iris;Iridaceae;Plantae
831;5362573;Pyrus communis;Pyrus;Rosaceae;Plantae
832;3094900;Onopordum acanthium;Onopordum;Asteraceae;Plantae
833;5359660;Glycine max;Glycine;Fabaceae;Plantae
834;3889087;Clerodendrum thomsoniae;Clerodendrum;Lamiaceae;Plantae
835;3103791;Matricaria discoidea;Matricaria;Asteraceae;Plantae
836;2891661;Oxalis pes-caprae;Oxalis;Oxalidaceae;Plantae
837;5334277;Lonicera periclymenum;Lonicera;Caprifoliaceae;Plantae
838;5301162;Potamogeton crispus;Potamogeton;Potamogetonaceae;Plantae
839;7172720;Sedum dasyphyllum;Sedum;Crassulaceae;Plantae
840;2704394;Cynosurus echinatus;Cynosurus;Poaceae;Plantae
841;6403186;Cestrum elegans;Cestrum;Solanaceae;Plantae
842;2905493;Ixora coccinea;Ixora;Rubiaceae;Plantae
843;5358935;Trifolium fragiferum;Trifolium;Fabaceae;Plantae
844;3066465;Euphorbia pulcherrima;Euphorbia;Euphorbiaceae;Plantae
845;3132570;Galinsoga parviflora;Galinsoga;Asteraceae;Plantae
846;2984306;Gunnera tinctoria;Gunnera;Gunneraceae;Plantae
847;3133927;Coreopsis grandiflora;Coreopsis;Asteraceae;Plantae
848;2927192;Mentha arvensis;Mentha;Lamiaceae;Plantae
849;7309294;Plectranthus madagascariensis;Plectranthus;Lamiaceae;Plantae
850;9458333;Pilosella officinarum;Pilosella;Asteraceae;Plantae
851;2695006;Tillandsia ionantha;Tillandsia;Bromeliaceae;Plantae
852;2650479;Phlebodium aureum;Phlebodium;Polypodiaceae;Plantae
853;3189939;Cardiospermum halicacabum;Cardiospermum;Sapindaceae;Plantae
854;3189694;Actinidia chinensis;Actinidia;Actinidiaceae;Plantae
855;5356701;Lathyrus pratensis;Lathyrus;Fabaceae;Plantae
856;3070382;Euphorbia serrata;Euphorbia;Euphorbiaceae;Plantae
857;2928835;Lycium barbarum;Lycium;Solanaceae;Plantae
858;2928783;Nicotiana glauca;Nicotiana;Solanaceae;Plantae
859;2888437;Papaver orientale;Papaver;Papaveraceae;Plantae
860;3085810;Spergula arvensis;Spergula;Caryophyllaceae;Plantae
861;5403935;Stokesia laevis;Stokesia;Asteraceae;Plantae
862;5339050;Sherardia arvensis;Sherardia;Rubiaceae;Plantae
863;7104059;Salix rosmarinifolia;Salix;Salicaceae;Plantae
864;3023221;Prunus spinosa;Prunus;Rosaceae;Plantae
865;9228111;Fumaria bastardii;Fumaria;Papaveraceae;Plantae
866;2891755;Oxalis latifolia;Oxalis;Oxalidaceae;Plantae
867;2890983;Geranium maderense;Geranium;Geraniaceae;Plantae
868;3190638;Mangifera indica;Mangifera;Anacardiaceae;Plantae
869;5387821;Gaillardia pulchella;Gaillardia;Asteraceae;Plantae
870;5361880;Cannabis sativa;Cannabis;Cannabaceae;Plantae
871;3164381;Brighamia insignis;Brighamia;Campanulaceae;Plantae
872;9297163;Erodium malacoides;Erodium;Geraniaceae;Plantae
873;8067043;Plantago subulata;Plantago;Plantaginaceae;Plantae
874;2965395;Medicago marina;Medicago;Fabaceae;Plantae
875;3027159;Spiraea douglasii;Spiraea;Rosaceae;Plantae
876;3169315;Cyclamen purpurascens;Cyclamen;Primulaceae;Plantae
877;2684451;Juniperus oxycedrus;Juniperus;Cupressaceae;Plantae
878;3170886;Scrophularia nodosa;Scrophularia;Scrophulariaceae;Plantae
879;2927007;Salvia pratensis;Salvia;Lamiaceae;Plantae
880;3778625;Pachystachys lutea;Pachystachys;Acanthaceae;Plantae
881;3021850;Prunus serotina;Prunus;Rosaceae;Plantae
882;2891773;Impatiens balsamina;Impatiens;Balsaminaceae;Plantae
883;2686212;Larix decidua;Larix;Pinaceae;Plantae
884;3033894;Berberis vulgaris;Berberis;Berberidaceae;Plantae
885;3041022;Armoracia rusticana;Armoracia;Brassicaceae;Plantae
886;3169708;Vinca major;Vinca;Apocynaceae;Plantae
887;2927189;Mentha pulegium;Mentha;Lamiaceae;Plantae
888;3660419;Schinus terebinthifolia;Schinus;Anacardiaceae;Plantae
889;2925529;Verbena officinalis;Verbena;Verbenaceae;Plantae
890;3112801;Cirsium vulgare;Cirsium;Asteraceae;Plantae
891;8185959;Carduus nutans;Carduus;Asteraceae;Plantae
892;3125927;Santolina pectinata;Santolina;Asteraceae;Plantae
893;7742809;Saxifraga longifolia;Saxifraga;Saxifragaceae;Plantae
894;2930210;Solanum aviculare;Solanum;Solanaceae;Plantae
895;5388631;Jacobaea adonidifolia;Jacobaea;Asteraceae;Plantae
896;3040251;Reseda luteola;Reseda;Resedaceae;Plantae
897;9571344;Berberis japonica;Mahonia;Berberidaceae;Plantae
898;5341501;Melissa officinalis;Melissa;Lamiaceae;Plantae
899;8044896;Blitum bonus-henricus;Blitum;Amaranthaceae;Plantae
900;3012167;Sorbus aucuparia;Sorbus;Rosaceae;Plantae
901;7627205;Glebionis coronaria;Glebionis;Asteraceae;Plantae
902;2868272;Epipremnum pinnatum;Epipremnum;Araceae;Plantae
903;5373147;Malcolmia littorea;Malcolmia;Brassicaceae;Plantae
904;2926572;Physostegia virginiana;Physostegia;Lamiaceae;Plantae
905;2795952;Cephalanthera damasonium;Cephalanthera;Orchidaceae;Plantae
906;3171946;Verbascum sinuatum;Verbascum;Scrophulariaceae;Plantae
907;2683936;Calocedrus decurrens;Calocedrus;Cupressaceae;Plantae
908;2856400;Allium narcissiflorum;Allium;Amaryllidaceae;Plantae
909;5387142;Dahlia pinnata;Dahlia;Asteraceae;Plantae
910;5334217;Fumaria officinalis;Fumaria;Papaveraceae;Plantae
911;3882686;Salvia uliginosa;Salvia;Lamiaceae;Plantae
912;8200663;Cymbalaria muralis;Cymbalaria;Plantaginaceae;Plantae
913;8165236;Saxifraga aizoides;Saxifraga;Saxifragaceae;Plantae
914;5373324;Lunaria annua;Lunaria;Brassicaceae;Plantae
915;3115470;Gynura aurantiaca;Gynura;Asteraceae;Plantae
916;5359249;Trifolium rubens;Trifolium;Fabaceae;Plantae
917;3138479;Brachyglottis greyi;Brachyglottis;Asteraceae;Plantae
918;2752849;Erythronium dens-canis;Erythronium;Liliaceae;Plantae
919;5388595;Jacobaea maritima;Jacobaea;Asteraceae;Plantae
920;2891779;Impatiens noli-tangere;Impatiens;Balsaminaceae;Plantae
921;3034233;Scandix pecten-veneris;Scandix;Apiaceae;Plantae
922;2698346;Aechmea fasciata;Aechmea;Bromeliaceae;Plantae
923;3171954;Verbascum virgatum;Verbascum;Scrophulariaceae;Plantae
924;4068166;Echium pininana;Echium;Boraginaceae;Plantae
925;2987999;Filipendula ulmaria;Filipendula;Rosaceae;Plantae
926;2694797;Tillandsia cyanea;Tillandsia;Bromeliaceae;Plantae
927;3113650;Cirsium oleraceum;Cirsium;Asteraceae;Plantae
928;2760924;Heliconia caribaea;Heliconia;Heliconiaceae;Plantae
929;5410436;Campanula rapunculoides;Campanula;Campanulaceae;Plantae
930;5538709;Echinophora spinosa;Echinophora;Apiaceae;Plantae
931;5375388;Capsella bursa-pastoris;Capsella;Brassicaceae;Plantae
932;3005039;Rosa chinensis;Rosa;Rosaceae;Plantae
933;9182154;Vicia villosa;Vicia;Fabaceae;Plantae
934;3189837;Acer saccharinum;Acer;Sapindaceae;Plantae
935;2963689;Argyrolobium zanonii;Argyrolobium;Fabaceae;Plantae
936;3190563;Rhus coriaria;Rhus;Anacardiaceae;Plantae
937;3893490;Lamium flexuosum;Lamium;Lamiaceae;Plantae
938;5386897;Tragopogon pratensis;Tragopogon;Asteraceae;Plantae
939;2926086;Lithospermum officinale;Lithospermum;Boraginaceae;Plantae
940;3047598;Sinapis arvensis;Sinapis;Brassicaceae;Plantae
941;3169673;Plumeria alba;Plumeria;Apocynaceae;Plantae
942;2857616;Allium sphaerocephalon;Allium;Amaryllidaceae;Plantae
943;3133887;Coreopsis verticillata;Coreopsis;Asteraceae;Plantae
944;5372457;Paliurus spina-christi;Paliurus;Rhamnaceae;Plantae
945;8322056;Cirsium spinosissimum;Cirsium;Asteraceae;Plantae
946;5346583;Astragalus monspessulanus;Astragalus;Fabaceae;Plantae
947;2775619;Yucca gloriosa;Yucca;Asparagaceae;Plantae
948;3890745;Clerodendrum paniculatum;Clerodendrum;Lamiaceae;Plantae
949;5361932;Ficus benjamina;Ficus;Moraceae;Plantae
950;5373254;Cochlearia danica;Cochlearia;Brassicaceae;Plantae
951;3125933;Santolina chamaecyparissus;Santolina;Asteraceae;Plantae
952;8049400;Parentucellia latifolia;Parentucellia;Orobanchaceae;Plantae
953;2985993;Hydrangea quercifolia;Hydrangea;Hydrangeaceae;Plantae
954;5384307;Tetragonia tetragonioides;Tetragonia;Aizoaceae;Plantae
955;3112620;Cirsium eriophorum;Cirsium;Asteraceae;Plantae
956;3040254;Reseda alba;Reseda;Resedaceae;Plantae
957;9556104;Chrysojasminum fruticans;Chrysojasminum;Oleaceae;Plantae
958;3940326;Malva trimestris;Malva;Malvaceae;Plantae
959;7327627;Rhododendron simsii;Rhododendron;Ericaceae;Plantae
960;3170241;Asclepias curassavica;Asclepias;Apocynaceae;Plantae
961;3020791;Prunus avium;Prunus;Rosaceae;Plantae
962;2979474;Acacia dealbata;Acacia;Fabaceae;Plantae
963;5289781;Aegilops geniculata;Aegilops;Poaceae;Plantae
964;3944930;Selenicereus anthonyanus;Selenicereus;Cactaceae;Plantae
965;2928576;Ipomoea purpurea;Ipomoea;Convolvulaceae;Plantae
966;2888443;Papaver rhoeas;Papaver;Papaveraceae;Plantae
967;3686235;Staphylea pinnata;Staphylea;Staphyleaceae;Plantae
968;3085413;Dianthus armeria;Dianthus;Caryophyllaceae;Plantae
969;5275404;Pteris cretica;Pteris;Pteridaceae;Plantae
970;2738902;Caryota mitis;Caryota;Arecaceae;Plantae
971;5334527;Limnanthes douglasii;Limnanthes;Limnanthaceae;Plantae
972;2928668;Dichondra argentea;Dichondra;Convolvulaceae;Plantae
973;5391802;Bidens aurea;Bidens;Asteraceae;Plantae
974;2974776;Vicia parviflora;Vicia;Fabaceae;Plantae
975;5361888;Morus nigra;Morus;Moraceae;Plantae
976;3084672;Talinum paniculatum;Talinum;Talinaceae;Plantae
977;5341313;Coleus amboinicus;Coleus;Lamiaceae;Plantae
978;5284745;Picea glauca;Picea;Pinaceae;Plantae
979;3189866;Acer negundo;Acer;Sapindaceae;Plantae
980;3191008;Drosera capensis;Drosera;Droseraceae;Plantae
981;3090783;Prenanthes purpurea;Prenanthes;Asteraceae;Plantae
982;2984535;Humulus lupulus;Humulus;Cannabaceae;Plantae
983;3887383;Phlomis lychnitis;Phlomis;Lamiaceae;Plantae
984;3172276;Osmanthus heterophyllus;Osmanthus;Oleaceae;Plantae
985;5372800;Salix purpurea;Salix;Salicaceae;Plantae
986;5338920;Cruciata laevipes;Cruciata;Rubiaceae;Plantae
987;5590445;Streptocarpus saxorum;Streptocarpus;Gesneriaceae;Plantae
988;3188736;Lythrum salicaria;Lythrum;Lythraceae;Plantae
989;5361877;Ulmus pumila;Ulmus;Ulmaceae;Plantae
990;5372693;Salix reticulata;Salix;Salicaceae;Plantae
991;5325855;Amaryllis belladonna;Amaryllis;Amaryllidaceae;Plantae
992;3046890;Sisymbrium officinale;Sisymbrium;Brassicaceae;Plantae
993;7702019;Lysimachia nemorum;Lysimachia;Primulaceae;Plantae
994;3088488;Tagetes erecta;Tagetes;Asteraceae;Plantae
995;2928390;Convolvulus arvensis;Convolvulus;Convolvulaceae;Plantae
996;2766411;Cordyline australis;Cordyline;Asparagaceae;Plantae
997;2929505;Solanum villosum;Solanum;Solanaceae;Plantae
998;5410907;Campanula rotundifolia;Campanula;Campanulaceae;Plantae
999;8373355;Artemisia annua;Artemisia;Asteraceae;Plantae
1000;7855120;Odontites luteus;Odontites;Orobanchaceae;Plantae
1001;4201709;Sempervivum arachnoideum;Sempervivum;Crassulaceae;Plantae
1002;3102820;Anthemis maritima;Anthemis;Asteraceae;Plantae
1003;3802655;Atropa belladonna;Atropa;Solanaceae;Plantae
1004;2758716;Hedychium coccineum;Hedychium;Zingiberaceae;Plantae
1005;4202469;Pachyphytum oviferum;Pachyphytum;Crassulaceae;Plantae
1006;2914642;Galium odoratum;Galium;Rubiaceae;Plantae
1007;3033675;Aconitum lycoctonum;Aconitum;Ranunculaceae;Plantae
1008;3152519;Althaea cannabina;Althaea;Malvaceae;Plantae
1009;3189815;Aesculus hippocastanum;Aesculus;Sapindaceae;Plantae
1010;5414379;Ardisia crenata;Ardisia;Primulaceae;Plantae
1011;2777724;Aloe vera;Aloe;Asphodelaceae;Plantae
1012;3039454;Frangula alnus;Frangula;Rhamnaceae;Plantae
1013;2773281;Ornithogalum nutans;Ornithogalum;Asparagaceae;Plantae
1014;7270427;Gentianella campestris;Gentianella;Gentianaceae;Plantae
1015;3169137;Euonymus fortunei;Euonymus;Celastraceae;Plantae
1016;2703041;Arundo donax;Arundo;Poaceae;Plantae
1017;2985683;Aeonium haworthii;Aeonium;Crassulaceae;Plantae
1018;5414326;Primula elatior;Primula;Primulaceae;Plantae
1019;7941223;Barbarea vulgaris;Barbarea;Brassicaceae;Plantae
1020;3085424;Dianthus deltoides;Dianthus;Caryophyllaceae;Plantae
1021;5333408;Erica vagans;Erica;Ericaceae;Plantae
1022;6387494;Buddleja globosa;Buddleja;Scrophulariaceae;Plantae
1023;2700828;Luzula campestris;Luzula;Juncaceae;Plantae
1024;2928400;Convolvulus althaeoides;Convolvulus;Convolvulaceae;Plantae
1025;2927282;Stachys sylvatica;Stachys;Lamiaceae;Plantae
1026;5341296;Prunella laciniata;Prunella;Lamiaceae;Plantae
1027;2858846;Narcissus bulbocodium;Narcissus;Amaryllidaceae;Plantae
1028;3086423;Peperomia obtusifolia;Peperomia;Piperaceae;Plantae
1029;2947311;Cicer arietinum;Cicer;Fabaceae;Plantae
1030;3169713;Trachelospermum jasminoides;Trachelospermum;Apocynaceae;Plantae
1032;5361866;Ulmus glabra;Ulmus;Ulmaceae;Plantae
1033;3133950;Coreopsis tinctoria;Coreopsis;Asteraceae;Plantae
1034;2683849;Chamaecyparis obtusa;Chamaecyparis;Cupressaceae;Plantae
1035;3000610;Chaenomeles japonica;Chaenomeles;Rosaceae;Plantae
1036;3114667;Carduus pycnocephalus;Carduus;Asteraceae;Plantae
1037;3170807;Bartsia alpina;Bartsia;Orobanchaceae;Plantae
1038;7752288;Elaeagnus umbellata;Elaeagnus;Elaeagnaceae;Plantae
1039;2985994;Hydrangea macrophylla;Hydrangea;Hydrangeaceae;Plantae
1040;4933568;Senecio angulatus;Senecio;Asteraceae;Plantae
1041;5914287;Melia azedarach;Melia;Meliaceae;Plantae
1042;9094061;Ficaria verna;Ficaria;Ranunculaceae;Plantae
1043;5352367;Anthyllis vulneraria;Anthyllis;Fabaceae;Plantae
1044;3083786;Atriplex prostrata;Atriplex;Amaranthaceae;Plantae
1045;5523602;Thymelaea hirsuta;Thymelaea;Thymelaeaceae;Plantae
1046;3724054;Pedicularis foliosa;Pedicularis;Orobanchaceae;Plantae
1047;3120060;Achillea millefolium;Achillea;Asteraceae;Plantae
1048;5298190;Iris lutescens;Iris;Iridaceae;Plantae
1049;3067353;Euphorbia characias;Euphorbia;Euphorbiaceae;Plantae
1050;3038723;Schefflera arboricola;Schefflera;Araliaceae;Plantae
1051;3595574;Cistus purpureus;Cistus;Cistaceae;Plantae
1052;2651816;Adiantum capillus-veneris;Adiantum;Pteridaceae;Plantae
1053;2996929;Rubus ulmifolius;Rubus;Rosaceae;Plantae
1054;5302914;Goeppertia zebrina;Goeppertia;Marantaceae;Plantae
1055;3104106;Sanvitalia procumbens;Sanvitalia;Asteraceae;Plantae
1056;2977149;Ononis spinosa;Ononis;Fabaceae;Plantae
1057;7307046;Phlomis purpurea;Phlomis;Lamiaceae;Plantae
1058;2888393;Romneya coulteri;Romneya;Papaveraceae;Plantae
1059;3189846;Acer platanoides;Acer;Sapindaceae;Plantae
1060;2766613;Agave attenuata;Agave;Asparagaceae;Plantae
1061;5289845;Ammophila arenaria;Ammophila;Poaceae;Plantae
1062;7280494;Echinocactus grusonii;Echinocactus;Cactaceae;Plantae
1063;9460566;Helleborus lividus;Helleborus;Ranunculaceae;Plantae
1064;3172516;Bignonia capreolata;Bignonia;Bignoniaceae;Plantae
1065;3112110;Cotula coronopifolia;Cotula;Asteraceae;Plantae
1066;3188894;Oenothera glazioviana;Oenothera;Onagraceae;Plantae
1067;7792960;Allium vineale;Allium;Amaryllidaceae;Plantae
1068;2774115;Ophiopogon planiscapus;Ophiopogon;Asparagaceae;Plantae
1069;3034113;Calycanthus floridus;Calycanthus;Calycanthaceae;Plantae
1070;2716226;Cyperus esculentus;Cyperus;Cyperaceae;Plantae
1071;2927175;Mentha spicata;Mentha;Lamiaceae;Plantae
1072;2888485;Argemone mexicana;Argemone;Papaveraceae;Plantae
1073;7282135;Austrocylindropuntia subulata;Austrocylindropuntia;Cactaceae;Plantae
1074;5389029;Solidago canadensis;Solidago;Asteraceae;Plantae
1075;5284982;Pinus strobus;Pinus;Pinaceae;Plantae
1076;4201784;Petrosedum sediforme;Petrosedum;Crassulaceae;Plantae
1077;8195144;Rumex crispus;Rumex;Polygonaceae;Plantae
1078;7270598;Gentiana pneumonanthe;Gentiana;Gentianaceae;Plantae
1079;5370380;Dasiphora fruticosa;Dasiphora;Rosaceae;Plantae
1080;5304547;Dracaena surculosa;Dracaena;Asparagaceae;Plantae
1081;5384604;Stellaria media;Stellaria;Caryophyllaceae;Plantae
1082;3041800;Biscutella laevigata;Biscutella;Brassicaceae;Plantae
1083;2720080;Scirpus sylvaticus;Scirpus;Cyperaceae;Plantae
1084;3082274;Cornus kousa;Cornus;Cornaceae;Plantae
1085;9254355;Lithotoma axillaris;Lithotoma;Campanulaceae;Plantae
1086;7297844;Pinguicula grandiflora;Pinguicula;Lentibulariaceae;Plantae
1087;7150059;Daphne cneorum;Daphne;Thymelaeaceae;Plantae
1088;6035538;Suaeda vera;Suaeda;Amaranthaceae;Plantae
1089;2888802;Scabiosa columbaria;Scabiosa;Caprifoliaceae;Plantae
1090;4156721;Begonia rex;Begonia;Begoniaceae;Plantae
1091;2925767;Heliotropium europaeum;Heliotropium;Heliotropiaceae;Plantae
1092;2927069;Marrubium vulgare;Marrubium;Lamiaceae;Plantae
1093;5384795;Silene dioica;Silene;Caryophyllaceae;Plantae
1094;5275365;Struthiopteris spicant;Struthiopteris;Blechnaceae;Plantae
1095;8120010;Imperata cylindrica;Imperata;Poaceae;Plantae
1096;5352251;Robinia pseudoacacia;Robinia;Fabaceae;Plantae
1097;8176367;Consolida regalis;Delphinium;Ranunculaceae;Plantae
1098;2883036;Rhododendron calendulaceum;Rhododendron;Ericaceae;Plantae
1099;7884360;Oenothera fruticosa;Oenothera;Onagraceae;Plantae
1100;2857697;Allium cepa;Allium;Amaryllidaceae;Plantae
1101;2888960;Rumex sanguineus;Rumex;Polygonaceae;Plantae
1102;2765940;Eichhornia crassipes;Eichhornia;Pontederiaceae;Plantae
1103;2685796;Pseudotsuga menziesii;Pseudotsuga;Pinaceae;Plantae
1104;2857583;Allium schubertii;Allium;Amaryllidaceae;Plantae
1105;9509404;Haworthiopsis limifolia;Haworthiopsis;Asphodelaceae;Plantae
1106;2853249;Pancratium illyricum;Pancratium;Amaryllidaceae;Plantae
1107;7488421;Hieracium murorum;Hieracium;Asteraceae;Plantae
1108;9534856;Ceropegia mixta;Ceropegia;Apocynaceae;Plantae
1109;3731346;Orobanche rapum-genistae;Orobanche;Orobanchaceae;Plantae
1110;7270648;Gentianopsis ciliata;Gentianopsis;Gentianaceae;Plantae
1111;2875818;Carpinus betulus;Carpinus;Betulaceae;Plantae
1112;2970728;Sesbania punicea;Sesbania;Fabaceae;Plantae
1113;5359429;Trifolium dubium;Trifolium;Fabaceae;Plantae
1114;2750356;Gladiolus murielae;Gladiolus;Iridaceae;Plantae
1115;3101193;Dittrichia graveolens;Dittrichia;Asteraceae;Plantae
1116;3114986;Arctotheca calendula;Arctotheca;Asteraceae;Plantae
1117;5414540;Swertia perennis;Swertia;Gentianaceae;Plantae
1118;7277969;Clematis patens;Clematis;Ranunculaceae;Plantae
1119;2984676;Pachysandra terminalis;Pachysandra;Buxaceae;Plantae
1120;3765871;Ficus retusa;Ficus;Moraceae;Plantae
1121;5384458;Gypsophila paniculata;Gypsophila;Caryophyllaceae;Plantae
1122;7156971;Oxalis triangularis;Oxalis;Oxalidaceae;Plantae
1123;4127831;Stipa pennata;Stipa;Poaceae;Plantae
1124;7334668;Crassula rupestris;Crassula;Crassulaceae;Plantae
1125;5365026;Aphanes australis;Aphanes;Rosaceae;Plantae
1126;5314814;Serapias lingua;Serapias;Orchidaceae;Plantae
1127;3085619;Petrorhagia prolifera;Petrorhagia;Caryophyllaceae;Plantae
1128;2730240;Eriophorum scheuchzeri;Eriophorum;Cyperaceae;Plantae
1129;2866467;Aglaonema commutatum;Aglaonema;Araceae;Plantae
1130;7325877;Fraxinus angustifolia;Fraxinus;Oleaceae;Plantae
1131;6026760;Conopodium majus;Conopodium;Apiaceae;Plantae
1132;2812415;Orchis simia;Orchis;Orchidaceae;Plantae
1133;2888323;Clethra alnifolia;Clethra;Clethraceae;Plantae
1134;3085433;Cerastium arvense;Cerastium;Caryophyllaceae;Plantae
1135;5369695;Geum coccineum;Geum;Rosaceae;Plantae
1136;3038546;Schefflera actinophylla;Schefflera;Araliaceae;Plantae
1137;2856348;Allium neapolitanum;Allium;Amaryllidaceae;Plantae
1138;2873861;Linum usitatissimum;Linum;Linaceae;Plantae
1139;2808426;Anacamptis laxiflora;Anacamptis;Orchidaceae;Plantae
1140;3141855;Helminthotheca echioides;Helminthotheca;Asteraceae;Plantae
1141;2705162;Panicum capillare;Panicum;Poaceae;Plantae
1142;2975014;Vicia sativa;Vicia;Fabaceae;Plantae
1143;5318958;Epipactis atrorubens;Epipactis;Orchidaceae;Plantae
1144;5288819;Ananas comosus;Ananas;Bromeliaceae;Plantae
1145;2767432;Scilla peruviana;Scilla;Asparagaceae;Plantae
1146;3172266;Jasminum nudiflorum;Jasminum;Oleaceae;Plantae
1147;6369729;Lonicera alpigena;Lonicera;Caprifoliaceae;Plantae
1148;2888456;Papaver alpinum;Papaver;Papaveraceae;Plantae
1149;3571089;Cynanchum acutum;Cynanchum;Apocynaceae;Plantae
1150;3171358;Penstemon digitalis;Penstemon;Plantaginaceae;Plantae
1151;5356704;Lathyrus vernus;Lathyrus;Fabaceae;Plantae
1152;7646357;Calystegia soldanella;Calystegia;Convolvulaceae;Plantae
1153;2882437;Nymphaea alba;Nymphaea;Nymphaeaceae;Plantae
1154;2986185;Ribes uva-crispa;Ribes;Grossulariaceae;Plantae
1155;5392252;Cichorium intybus;Cichorium;Asteraceae;Plantae
1156;5371874;Pimpinella major;Pimpinella;Apiaceae;Plantae
1157;5359425;Trifolium alpinum;Trifolium;Fabaceae;Plantae
1158;8916040;Clinopodium nepeta;Clinopodium;Lamiaceae;Plantae
1159;7307235;Phlomis herba-venti;Phlomis;Lamiaceae;Plantae
1160;9523461;Lutheria splendens;Lutheria;Bromeliaceae;Plantae
1161;2882631;Pieris japonica;Pieris;Ericaceae;Plantae
1162;2874582;Momordica balsamina;Momordica;Cucurbitaceae;Plantae
1163;7323035;Brachychiton populneus;Brachychiton;Malvaceae;Plantae
1164;5373533;Crambe maritima;Crambe;Brassicaceae;Plantae
1165;5401836;Helenium amarum;Helenium;Asteraceae;Plantae
1166;3083765;Atriplex portulacoides;Atriplex;Amaranthaceae;Plantae
1167;2984671;Buxus sempervirens;Buxus;Buxaceae;Plantae
1168;3034646;Anethum graveolens;Anethum;Apiaceae;Plantae
1169;5384774;Silene conica;Silene;Caryophyllaceae;Plantae
1170;3118274;Tanacetum vulgare;Tanacetum;Asteraceae;Plantae
1171;2889828;Viscum album;Viscum;Viscaceae;Plantae
1172;5298231;Iris pseudacorus;Iris;Iridaceae;Plantae
1173;5415012;Linaria purpurea;Linaria;Plantaginaceae;Plantae
1174;3066601;Euphorbia flavicoma;Euphorbia;Euphorbiaceae;Plantae
1175;5348647;Coronilla minima;Coronilla;Fabaceae;Plantae
1176;7329104;Loropetalum chinense;Loropetalum;Hamamelidaceae;Plantae
1177;5412014;Campanula trachelium;Campanula;Campanulaceae;Plantae
1178;3089150;Xanthium spinosum;Xanthium;Asteraceae;Plantae
1179;8073364;Vaccinium uliginosum;Vaccinium;Ericaceae;Plantae
1180;3122924;Pilosella aurantiaca;Pilosella;Asteraceae;Plantae
1181;5352463;Anthyllis barba-jovis;Anthyllis;Fabaceae;Plantae
1182;3147144;Erigeron uniflorus;Erigeron;Asteraceae;Plantae
1183;8297072;Primula hirsuta;Primula;Primulaceae;Plantae
1184;5343253;Astragalus cicer;Astragalus;Fabaceae;Plantae
1185;3617571;Mandevilla laxa;Mandevilla;Apocynaceae;Plantae
1186;3112552;Staehelina dubia;Staehelina;Asteraceae;Plantae
1187;5670646;Urtica pilulifera;Urtica;Urticaceae;Plantae
1188;2683969;Cupressus arizonica;Cupressus;Cupressaceae;Plantae
1189;4096119;Valeriana tuberosa;Valeriana;Caprifoliaceae;Plantae
1190;3085633;Spergularia rubra;Spergularia;Caryophyllaceae;Plantae
1191;3047620;Sinapis incana;Sinapis;Brassicaceae;Plantae
1192;2684640;Juniperus phoenicea;Juniperus;Cupressaceae;Plantae
1193;5661164;Lithodora fruticosa;Lithodora;Boraginaceae;Plantae
1194;8323622;Persicaria hydropiper;Persicaria;Polygonaceae;Plantae
1195;3085368;Agrostemma githago;Agrostemma;Caryophyllaceae;Plantae
1196;2932737;Solanum dulcamara;Solanum;Solanaceae;Plantae
1197;3013739;Crataegus azarolus;Crataegus;Rosaceae;Plantae
