,lon,lat,year,geoUncertaintyInM,areaInM2,region,country,speciesId,surveyId,geometry,in_polygon
36182,5.456058,43.211397,2018,0.0,50.0,MEDITERRANEAN,France,3019.0,1992117,POINT (5.456058 43.211397),True
36196,2.071361,42.845556,2017,10.0,150.0,MEDITERRANEAN,France,9714.0,1993072,POINT (2.071361 42.845556),True
36298,6.441903,43.772089,2021,5.0,100.0,MEDITERRANEAN,France,8340.0,1994754,POINT (6.441903 43.772089),True
36324,6.92975,43.475114,2018,0.0,50.0,MEDITERRANEAN,France,2031.0,1995405,POINT (6.92975 43.475114),True
36333,3.031609,42.746564,2018,10.0,16.0,MEDITERRANEAN,France,10289.0,1996164,POINT (3.031609 42.746564),True
36342,5.61354,43.8066,2020,10.0,50.0,MEDITERRANEAN,France,5412.0,1996628,POINT (5.61354 43.8066),True
36364,6.43035,43.1541,2020,10.0,50.0,MEDITERRANEAN,France,3669.0,1997014,POINT (6.43035 43.1541),True
36375,5.563466,43.204363,2017,0.0,4.0,MEDITERRANEAN,France,7515.0,1998834,POINT (5.563466 43.204363),True
36378,4.80266,43.9545,2021,10.0,5.0,MEDITERRANEAN,France,473.0,1999205,POINT (4.80266 43.9545),True
36382,3.038623,42.710451,2020,10.0,40.0,MEDITERRANEAN,France,5876.0,1999307,POINT (3.038623 42.710451),True
36391,6.291119,43.545273,2021,5.0,-inf,MEDITERRANEAN,France,8324.0,1999666,POINT (6.291119 43.545273),True
36396,6.099735,43.033054,2017,0.0,6.0,MEDITERRANEAN,France,11159.0,2002020,POINT (6.099735 43.033054),True
36409,6.023658,43.115811,2018,0.0,30.0,MEDITERRANEAN,France,822.0,2003108,POINT (6.023658 43.115811),True
36418,5.355215,43.210081,2018,0.0,50.0,MEDITERRANEAN,France,10520.0,2003646,POINT (5.355215 43.210081),True
36429,7.12368,43.756068,2021,6.0,75.0,MEDITERRANEAN,France,3020.0,2005293,POINT (7.12368 43.756068),True
36461,1.887167,42.835028,2018,10.0,-inf,ALPINE,France,3518.0,2006462,POINT (1.887167 42.835028),True
36491,4.597212,43.406444,2021,6.0,100.0,MEDITERRANEAN,France,9513.0,2006905,POINT (4.597212 43.406444),True
36505,3.97684,43.77968,2017,1.0,,MEDITERRANEAN,France,9572.0,2007804,POINT (3.97684 43.77968),True
36521,5.645242,43.541158,2017,0.0,30.0,MEDITERRANEAN,France,3098.0,2009166,POINT (5.645242 43.541158),True
36528,4.42728,43.87985,2018,1.0,,MEDITERRANEAN,France,5721.0,2009741,POINT (4.42728 43.87985),True
36544,3.051991,42.892892,2018,10.0,16.0,MEDITERRANEAN,France,4659.0,2010283,POINT (3.051991 42.892892),True
36561,3.6536,44.8273,2017,1.0,,CONTINENTAL,France,8428.0,2011402,POINT (3.6536 44.8273),True
36572,3.535956,44.169237,2019,0.0,10.0,MEDITERRANEAN,France,11230.0,2012858,POINT (3.535956 44.169237),True
36586,7.3716,43.7419,2019,10.0,500.0,MEDITERRANEAN,France,476.0,2014498,POINT (7.3716 43.7419),True
36605,3.311965,43.544176,2021,4.0,100.0,MEDITERRANEAN,France,982.0,2014927,POINT (3.311965 43.544176),True
36623,3.768406,43.666071,2021,5.0,4.0,MEDITERRANEAN,France,11195.0,2015259,POINT (3.768406 43.666071),True
36631,6.30163,43.64758,2019,1.0,,MEDITERRANEAN,France,10904.0,2016208,POINT (6.30163 43.64758),True
36652,5.59471,43.41931,2019,1.0,,MEDITERRANEAN,France,6874.0,2016963,POINT (5.59471 43.41931),True
36668,3.033861,42.671056,2019,10.0,-inf,MEDITERRANEAN,France,6054.0,2017576,POINT (3.033861 42.671056),True
36706,6.12259,43.56401,2017,1.0,,MEDITERRANEAN,France,10909.0,2017846,POINT (6.12259 43.56401),True
36726,6.44635,43.270256,2021,5.0,200.0,MEDITERRANEAN,France,822.0,2018539,POINT (6.44635 43.270256),True
36757,1.973056,42.863889,2017,10.0,100.0,ALPINE,France,5184.0,2019365,POINT (1.973056 42.863889),True
36786,3.049553,42.88828,2018,10.0,16.0,MEDITERRANEAN,France,8283.0,2020267,POINT (3.049553 42.88828),True
36796,3.880645,44.197472,2017,0.0,-inf,MEDITERRANEAN,France,10460.0,2020787,POINT (3.880645 44.197472),True
36804,6.921678,43.459417,2018,0.0,80.0,MEDITERRANEAN,France,1318.0,2021069,POINT (6.921678 43.459417),True
36814,5.61523,43.34673,2017,1.0,,MEDITERRANEAN,France,982.0,2021753,POINT (5.61523 43.34673),True
36828,5.677383,43.35198,2017,0.0,20.0,MEDITERRANEAN,France,204.0,2021818,POINT (5.677383 43.35198),True
36866,5.673956,43.692171,2018,10.0,16.0,MEDITERRANEAN,France,7748.0,2021965,POINT (5.673956 43.692171),True
36880,4.76569,44.2105,2020,10.0,10.0,MEDITERRANEAN,France,351.0,2023321,POINT (4.76569 44.2105),True
36897,6.189652,43.338708,2021,5.0,100.0,MEDITERRANEAN,France,10287.0,2023560,POINT (6.189652 43.338708),True
36901,1.967944,42.8575,2017,10.0,-inf,MEDITERRANEAN,France,1654.0,2023652,POINT (1.967944 42.8575),True
36941,3.211808,43.538406,2020,4.0,50.0,MEDITERRANEAN,France,5412.0,2023723,POINT (3.211808 43.538406),True
36953,3.350578,43.273343,2017,10.0,16.0,MEDITERRANEAN,France,4837.0,2023846,POINT (3.350578 43.273343),True
36964,5.173262,44.075902,2017,0.0,100.0,MEDITERRANEAN,France,11157.0,2025075,POINT (5.173262 44.075902),True
36972,5.526869,43.378741,2018,10.0,20.0,MEDITERRANEAN,France,4349.0,2025380,POINT (5.526869 43.378741),True
36986,6.99336,43.724,2019,10.0,-inf,MEDITERRANEAN,France,9702.0,2026658,POINT (6.99336 43.724),True
37019,3.814046,43.585267,2020,10.0,200.0,MEDITERRANEAN,France,10305.0,2027024,POINT (3.814046 43.585267),True
37062,7.07214,43.6706,2019,1.0,,MEDITERRANEAN,France,476.0,2027887,POINT (7.07214 43.6706),True
37072,6.49628,43.17796,2020,10.0,50.0,MEDITERRANEAN,France,5618.0,2028672,POINT (6.49628 43.17796),True
37084,6.46008,43.1609,2020,10.0,30.0,MEDITERRANEAN,France,9565.0,2029667,POINT (6.46008 43.1609),True
37105,3.768321,43.666221,2021,5.0,50.0,MEDITERRANEAN,France,4633.0,2031136,POINT (3.768321 43.666221),True
37142,5.368422,43.208433,2019,10.0,100.0,MEDITERRANEAN,France,10844.0,2031352,POINT (5.368422 43.208433),True
37157,5.351671,43.23181,2017,0.0,40.0,MEDITERRANEAN,France,6874.0,2032468,POINT (5.351671 43.23181),True
37168,4.802945,44.049981,2018,0.0,-inf,MEDITERRANEAN,France,3051.0,2032569,POINT (4.802945 44.049981),True
37173,5.672099,43.692514,2018,0.0,70.0,MEDITERRANEAN,France,2146.0,2032773,POINT (5.672099 43.692514),True
37196,3.038431,42.749871,2018,10.0,16.0,MEDITERRANEAN,France,2926.0,2032978,POINT (3.038431 42.749871),True
37206,2.718209,43.571325,2021,5.0,250.0,CONTINENTAL,France,9669.0,2033969,POINT (2.718209 43.571325),True
37221,6.404136,43.265074,2020,13.0,200.0,MEDITERRANEAN,France,3935.0,2034311,POINT (6.404136 43.265074),True
37244,3.803479,43.836722,2021,5.0,250.0,MEDITERRANEAN,France,11157.0,2034429,POINT (3.803479 43.836722),True
37260,3.84753,44.51897,2019,1.0,,CONTINENTAL,France,5542.0,2037075,POINT (3.84753 44.51897),True
37271,4.799366,43.512064,2021,5.0,-inf,MEDITERRANEAN,France,542.0,2037110,POINT (4.799366 43.512064),True
37275,6.87967,44.05705,2017,1.0,,ALPINE,France,2036.0,2037330,POINT (6.87967 44.05705),True
37292,4.9774,43.4845,2021,10.0,200.0,MEDITERRANEAN,France,3865.0,2038531,POINT (4.9774 43.4845),True
37304,3.038293,42.74488,2018,10.0,16.0,MEDITERRANEAN,France,1300.0,2038624,POINT (3.038293 42.74488),True
37307,3.822133,44.096798,2017,0.0,-inf,MEDITERRANEAN,France,5071.0,2040768,POINT (3.822133 44.096798),True
37325,4.09045,44.24552,2019,1.0,,MEDITERRANEAN,France,2386.0,2041255,POINT (4.09045 44.24552),True
37331,7.34878,43.7272,2019,10.0,50.0,MEDITERRANEAN,France,9458.0,2043262,POINT (7.34878 43.7272),True
37351,3.335292,43.831301,2019,0.0,50.0,MEDITERRANEAN,France,10100.0,2043434,POINT (3.335292 43.831301),True
37376,5.37094,43.208927,2018,0.0,25.0,MEDITERRANEAN,France,8785.0,2045456,POINT (5.37094 43.208927),True
37389,5.52213,43.88925,2018,1.0,,MEDITERRANEAN,France,5969.0,2045668,POINT (5.52213 43.88925),True
37405,5.73824,43.34292,2017,1.0,,MEDITERRANEAN,France,5557.0,2046352,POINT (5.73824 43.34292),True
37431,6.48213,43.1677,2020,10.0,-inf,MEDITERRANEAN,France,2643.0,2047800,POINT (6.48213 43.1677),True
37450,3.3295,43.263535,2020,10.0,50.0,MEDITERRANEAN,France,1531.0,2048776,POINT (3.3295 43.263535),True
37464,6.137641,43.032252,2018,10.0,15.0,MEDITERRANEAN,France,4519.0,2049324,POINT (6.137641 43.032252),True
37475,5.563715,43.212352,2021,10.0,200.0,MEDITERRANEAN,France,3669.0,2053312,POINT (5.563715 43.212352),True
37491,3.816145,44.080323,2021,5.0,250.0,MEDITERRANEAN,France,5071.0,2054713,POINT (3.816145 44.080323),True
37504,5.18177,43.5185,2021,10.0,200.0,MEDITERRANEAN,France,5249.0,2054981,POINT (5.18177 43.5185),True
37532,4.37325,44.270986,2019,0.0,50.0,MEDITERRANEAN,France,9412.0,2056420,POINT (4.37325 44.270986),True
37552,2.964319,43.591554,2020,4.0,400.0,MEDITERRANEAN,France,5412.0,2056845,POINT (2.964319 43.591554),True
37574,5.3702,43.83962,2018,1.0,,MEDITERRANEAN,France,5249.0,2058287,POINT (5.3702 43.83962),True
37595,7.32857,43.7217,2019,10.0,20.0,MEDITERRANEAN,France,1497.0,2058728,POINT (7.32857 43.7217),True
37609,6.393847,43.265691,2021,5.0,4.0,MEDITERRANEAN,France,1309.0,2058766,POINT (6.393847 43.265691),True
37630,2.983367,43.068296,2021,5.0,50.0,MEDITERRANEAN,France,8027.0,2059234,POINT (2.983367 43.068296),True
37632,6.602171,43.18204,2019,0.0,20.0,MEDITERRANEAN,France,8332.0,2059415,POINT (6.602171 43.18204),True
37645,4.94184,44.24698,2020,10.0,50.0,MEDITERRANEAN,France,320.0,2059682,POINT (4.94184 44.24698),True
37667,2.48536,42.78559,2019,1.0,,MEDITERRANEAN,France,9458.0,2060851,POINT (2.48536 42.78559),True
37689,6.81002,43.80781,2019,1.0,,MEDITERRANEAN,France,3270.0,2062219,POINT (6.81002 43.80781),True
37712,3.670514,44.166112,2017,0.0,-inf,MEDITERRANEAN,France,661.0,2062401,POINT (3.670514 44.166112),True
37723,2.812782,42.993833,2021,5.0,16.0,MEDITERRANEAN,France,9977.0,2063196,POINT (2.812782 42.993833),True
37740,6.73822,43.52267,2019,1.0,,MEDITERRANEAN,France,3345.0,2064079,POINT (6.73822 43.52267),True
37754,5.64794,43.55454,2021,10.0,200.0,MEDITERRANEAN,France,6925.0,2065207,POINT (5.64794 43.55454),True
37793,5.353245,43.210646,2017,10.0,3.0,MEDITERRANEAN,France,8332.0,2065763,POINT (5.353245 43.210646),True
37796,5.72006,43.54796,2021,10.0,50.0,MEDITERRANEAN,France,701.0,2065815,POINT (5.72006 43.54796),True
37825,7.39725,43.7483,2019,10.0,100.0,MEDITERRANEAN,Monaco,6067.0,2065978,POINT (7.39725 43.7483),True
37851,6.28424,43.39625,2017,1.0,,MEDITERRANEAN,France,6039.0,2067198,POINT (6.28424 43.39625),True
37866,3.400358,44.063995,2019,0.0,50.0,MEDITERRANEAN,France,7536.0,2067974,POINT (3.400358 44.063995),True
37891,5.981614,43.262239,2020,4.0,200.0,MEDITERRANEAN,France,5412.0,2069426,POINT (5.981614 43.262239),True
37929,4.405013,43.53561,2018,0.0,-inf,MEDITERRANEAN,France,2809.0,2070314,POINT (4.405013 43.53561),True
37935,5.25613,43.487,2021,10.0,200.0,MEDITERRANEAN,France,3669.0,2071609,POINT (5.25613 43.487),True
37951,7.144153,43.68552,2020,10.0,50.0,MEDITERRANEAN,France,8904.0,2073088,POINT (7.144153 43.68552),True
37970,5.646021,43.541949,2017,0.0,-inf,MEDITERRANEAN,France,6509.0,2073757,POINT (5.646021 43.541949),True
37976,5.28114,44.03999,2017,1.0,,MEDITERRANEAN,France,9873.0,2074755,POINT (5.28114 44.03999),True
37995,3.83738,43.477233,2020,3.0,16.0,MEDITERRANEAN,France,9341.0,2074969,POINT (3.83738 43.477233),True
38003,2.074194,42.6115,2021,10.0,4.0,ALPINE,France,391.0,2075889,POINT (2.074194 42.6115),True
38016,3.016432,42.830002,2018,10.0,16.0,MEDITERRANEAN,France,5907.0,2076621,POINT (3.016432 42.830002),True
38024,5.564266,43.204371,2017,0.0,250.0,MEDITERRANEAN,France,5398.0,2078864,POINT (5.564266 43.204371),True
38038,6.671013,43.313821,2018,0.0,-inf,MEDITERRANEAN,France,11157.0,2079299,POINT (6.671013 43.313821),True
38049,3.824424,44.161823,2017,0.0,-inf,MEDITERRANEAN,France,5071.0,2080251,POINT (3.824424 44.161823),True
38059,3.037782,42.746931,2018,10.0,16.0,MEDITERRANEAN,France,10364.0,2081043,POINT (3.037782 42.746931),True
38073,3.817449,44.206314,2017,0.0,-inf,MEDITERRANEAN,France,9892.0,2081783,POINT (3.817449 44.206314),True
38087,6.49384,43.1761,2020,10.0,-inf,MEDITERRANEAN,France,5474.0,2082253,POINT (6.49384 43.1761),True
38098,4.536063,44.21826,2021,5.0,250.0,MEDITERRANEAN,France,5412.0,2082869,POINT (4.536063 44.21826),True
38114,5.06401,43.7833,2019,10.0,50.0,MEDITERRANEAN,France,204.0,2083493,POINT (5.06401 43.7833),True
38137,2.70864,43.37799,2017,1.0,,MEDITERRANEAN,France,9873.0,2083831,POINT (2.70864 43.37799),True
38153,6.89733,43.96626,2019,1.0,,MEDITERRANEAN,France,8760.0,2084417,POINT (6.89733 43.96626),True
38185,5.027408,43.338216,2017,0.0,100.0,MEDITERRANEAN,France,4886.0,2084760,POINT (5.027408 43.338216),True
38199,3.274635,43.884494,2019,0.0,50.0,MEDITERRANEAN,France,3374.0,2087587,POINT (3.274635 43.884494),True
38210,3.778166,43.461182,2021,4.0,25.0,MEDITERRANEAN,France,9890.0,2087874,POINT (3.778166 43.461182),True
38211,4.41289,43.572222,2017,0.0,5.0,MEDITERRANEAN,France,5573.0,2090468,POINT (4.41289 43.572222),True
38216,3.75333,44.77209,2017,1.0,,CONTINENTAL,France,7706.0,2090572,POINT (3.75333 44.77209),True
38226,6.395768,43.266807,2021,4.0,200.0,MEDITERRANEAN,France,1264.0,2092010,POINT (6.395768 43.266807),True
38253,5.609716,43.24037,2017,0.0,50.0,MEDITERRANEAN,France,3839.0,2092643,POINT (5.609716 43.24037),True
38270,2.012222,42.826417,2018,10.0,-inf,MEDITERRANEAN,France,8339.0,2093125,POINT (2.012222 42.826417),True
38291,6.18818,43.43572,2019,1.0,,MEDITERRANEAN,France,2421.0,2093402,POINT (6.18818 43.43572),True
38304,5.52414,43.92518,2019,1.0,,MEDITERRANEAN,France,11157.0,2095241,POINT (5.52414 43.92518),True
38321,6.49737,43.1658,2020,10.0,50.0,MEDITERRANEAN,France,1903.0,2095452,POINT (6.49737 43.1658),True
38343,3.517514,43.318353,2017,10.0,-inf,MEDITERRANEAN,France,6279.0,2095820,POINT (3.517514 43.318353),True
38344,3.051722,42.892361,2017,10.0,-inf,MEDITERRANEAN,France,3115.0,2095868,POINT (3.051722 42.892361),True
38354,6.50123,43.1627,2020,10.0,100.0,MEDITERRANEAN,France,6690.0,2096856,POINT (6.50123 43.1627),True
38392,7.08406,43.797365,2020,3.0,10.0,MEDITERRANEAN,France,10822.0,2096955,POINT (7.08406 43.797365),True
38408,3.73492,44.03482,2019,1.0,,MEDITERRANEAN,France,4498.0,2099020,POINT (3.73492 44.03482),True
38416,6.46926,43.1652,2020,10.0,-inf,MEDITERRANEAN,France,5474.0,2099861,POINT (6.46926 43.1652),True
38426,3.803635,43.449167,2020,9.0,25.0,MEDITERRANEAN,France,8027.0,2100290,POINT (3.803635 43.449167),True
38429,6.0568,43.091518,2019,10.0,100.0,MEDITERRANEAN,France,7318.0,2100613,POINT (6.0568 43.091518),True
38446,7.007618,43.870061,2021,5.0,-inf,MEDITERRANEAN,France,3911.0,2101101,POINT (7.007618 43.870061),True
38476,3.671973,43.606319,2018,0.0,25.0,MEDITERRANEAN,France,5120.0,2103644,POINT (3.671973 43.606319),True
38479,5.55553,43.60038,2017,1.0,,MEDITERRANEAN,France,10909.0,2105696,POINT (5.55553 43.60038),True
38509,3.038105,42.773797,2018,10.0,16.0,MEDITERRANEAN,France,8243.0,2106182,POINT (3.038105 42.773797),True
38525,6.23677,43.3416,2020,10.0,50.0,MEDITERRANEAN,France,494.0,2106434,POINT (6.23677 43.3416),True
38551,4.11717,44.29906,2019,1.0,,MEDITERRANEAN,France,1473.0,2107351,POINT (4.11717 44.29906),True
38571,3.100034,44.606354,2017,0.0,25.0,CONTINENTAL,France,2709.0,2107538,POINT (3.100034 44.606354),True
38597,6.60493,43.2014,2019,10.0,3.0,MEDITERRANEAN,France,10950.0,2108626,POINT (6.60493 43.2014),True
38612,7.15418,44.02652,2019,10.0,-inf,MEDITERRANEAN,France,5542.0,2109051,POINT (7.15418 44.02652),True
38643,5.61568,43.8083,2020,10.0,-inf,MEDITERRANEAN,France,3894.0,2109130,POINT (5.61568 43.8083),True
38658,5.9486,43.55197,2017,1.0,,MEDITERRANEAN,France,7318.0,2109489,POINT (5.9486 43.55197),True
38676,4.845353,43.99932,2018,0.0,-inf,MEDITERRANEAN,France,4325.0,2109668,POINT (4.845353 43.99932),True
38682,7.103925,43.812467,2021,5.0,-inf,MEDITERRANEAN,France,8991.0,2110067,POINT (7.103925 43.812467),True
38733,3.75078,44.364084,2017,10.0,3.0,CONTINENTAL,France,10255.0,2110706,POINT (3.75078 44.364084),True
38741,6.57623,43.206612,2019,10.0,-inf,MEDITERRANEAN,France,5749.0,2110983,POINT (6.57623 43.206612),True
38748,4.364541,44.274597,2019,0.0,20.0,MEDITERRANEAN,France,4201.0,2111405,POINT (4.364541 44.274597),True
38766,4.787362,43.3994,2017,10.0,-inf,MEDITERRANEAN,France,4541.0,2113572,POINT (4.787362 43.3994),True
38772,5.85573,43.24919,2017,1.0,,MEDITERRANEAN,France,3251.0,2115052,POINT (5.85573 43.24919),True
38797,3.894377,43.511438,2020,10.0,50.0,MEDITERRANEAN,France,9820.0,2117481,POINT (3.894377 43.511438),True
38812,5.173916,44.076348,2017,10.0,100.0,MEDITERRANEAN,France,3419.0,2118155,POINT (5.173916 44.076348),True
38827,7.108043,43.78213,2021,5.0,-inf,MEDITERRANEAN,France,8208.0,2118465,POINT (7.108043 43.78213),True
38850,4.69915,43.7713,2021,10.0,100.0,MEDITERRANEAN,France,10522.0,2118559,POINT (4.69915 43.7713),True
38889,2.032111,42.821861,2017,10.0,30.0,MEDITERRANEAN,France,7052.0,2119228,POINT (2.032111 42.821861),True
38924,5.41928,43.6903,2020,10.0,30.0,MEDITERRANEAN,France,6643.0,2119364,POINT (5.41928 43.6903),True
38942,3.707057,43.763417,2018,0.0,100.0,MEDITERRANEAN,France,6703.0,2121355,POINT (3.707057 43.763417),True
38946,7.193213,43.74497,2021,5.0,30.0,MEDITERRANEAN,France,2109.0,2121508,POINT (7.193213 43.74497),True
38964,3.602434,43.843007,2020,4.0,400.0,MEDITERRANEAN,France,8917.0,2121650,POINT (3.602434 43.843007),True
38981,6.15995,43.38274,2019,1.0,,MEDITERRANEAN,France,6226.0,2122466,POINT (6.15995 43.38274),True
39008,3.13272,43.75319,2017,1.0,,MEDITERRANEAN,France,10460.0,2123741,POINT (3.13272 43.75319),True
39031,2.229389,43.1965,2021,10.0,15.0,MEDITERRANEAN,France,2722.0,2123818,POINT (2.229389 43.1965),True
39037,4.98432,43.464266,2021,4.0,30.0,MEDITERRANEAN,France,2075.0,2124101,POINT (4.98432 43.464266),True
39039,6.50202,43.67605,2018,1.0,,MEDITERRANEAN,France,10953.0,2127329,POINT (6.50202 43.67605),True
39073,3.789678,44.125984,2017,0.0,-inf,MEDITERRANEAN,France,5474.0,2128026,POINT (3.789678 44.125984),True
39090,5.05107,43.3324,2021,10.0,9.0,MEDITERRANEAN,France,1300.0,2128175,POINT (5.05107 43.3324),True
39100,3.023871,42.857373,2018,10.0,16.0,MEDITERRANEAN,France,6491.0,2128487,POINT (3.023871 42.857373),True
39107,5.09611,44.187959,2021,10.0,150.0,MEDITERRANEAN,France,4530.0,2129911,POINT (5.09611 44.187959),True
39120,3.158334,43.149879,2020,10.0,50.0,MEDITERRANEAN,France,10347.0,2130600,POINT (3.158334 43.149879),True
39132,4.844118,43.380109,2017,10.0,9.0,MEDITERRANEAN,France,4567.0,2132423,POINT (4.844118 43.380109),True
39146,5.15409,43.4566,2021,10.0,1.0,MEDITERRANEAN,France,3666.0,2133000,POINT (5.15409 43.4566),True
39150,6.050969,43.088533,2019,10.0,20.0,MEDITERRANEAN,France,4653.0,2134117,POINT (6.050969 43.088533),True
39179,3.347691,43.272264,2017,0.0,16.0,MEDITERRANEAN,France,8661.0,2136827,POINT (3.347691 43.272264),True
39199,6.27319,43.59462,2019,1.0,,MEDITERRANEAN,France,2539.0,2136926,POINT (6.27319 43.59462),True
39213,7.46059,43.85107,2017,1.0,,MEDITERRANEAN,France,1619.0,2138432,POINT (7.46059 43.85107),True
39246,5.24505,44.1726,2020,10.0,4.0,MEDITERRANEAN,France,6108.0,2139391,POINT (5.24505 44.1726),True
39254,6.4843,43.1559,2020,10.0,-inf,MEDITERRANEAN,France,5116.0,2139535,POINT (6.4843 43.1559),True
39270,4.28681,44.13427,2019,1.0,,MEDITERRANEAN,France,1276.0,2139869,POINT (4.28681 44.13427),True
39286,5.181404,43.403499,2017,0.0,20.0,MEDITERRANEAN,France,3125.0,2140691,POINT (5.181404 43.403499),True
39315,3.037075,42.747668,2018,10.0,16.0,MEDITERRANEAN,France,71.0,2142459,POINT (3.037075 42.747668),True
39324,5.678572,43.342544,2017,10.0,3.0,MEDITERRANEAN,France,2957.0,2143469,POINT (5.678572 43.342544),True
39341,6.117136,43.082794,2018,10.0,70.0,MEDITERRANEAN,France,2643.0,2145027,POINT (6.117136 43.082794),True
39351,2.07475,42.611194,2021,10.0,20.0,ALPINE,France,2078.0,2146097,POINT (2.07475 42.611194),True
39361,7.36925,43.9786,2019,10.0,400.0,ALPINE,France,10427.0,2146490,POINT (7.36925 43.9786),True
39407,5.18116,43.5155,2021,10.0,16.0,MEDITERRANEAN,France,11078.0,2148981,POINT (5.18116 43.5155),True
39410,3.911475,43.519192,2020,10.0,50.0,MEDITERRANEAN,France,6836.0,2149327,POINT (3.911475 43.519192),True
39424,2.911898,43.364751,2021,5.0,100.0,MEDITERRANEAN,France,9572.0,2150037,POINT (2.911898 43.364751),True
39443,2.88196,43.46712,2018,1.0,,MEDITERRANEAN,France,7706.0,2151040,POINT (2.88196 43.46712),True
39457,7.1462,43.694543,2020,4.0,16.0,MEDITERRANEAN,France,10506.0,2153086,POINT (7.1462 43.694543),True
39480,5.590625,43.660606,2018,0.0,100.0,MEDITERRANEAN,France,3476.0,2153096,POINT (5.590625 43.660606),True
39497,3.28993,44.25543,2017,1.0,,CONTINENTAL,France,10904.0,2153773,POINT (3.28993 44.25543),True
39510,7.07669,43.7555,2019,10.0,20.0,MEDITERRANEAN,France,3451.0,2153906,POINT (7.07669 43.7555),True
39543,1.976084,42.575136,2017,0.0,11.0,ALPINE,France,4842.0,2154617,POINT (1.976084 42.575136),True
39545,3.814954,43.619156,2020,4.0,200.0,MEDITERRANEAN,France,11195.0,2154941,POINT (3.814954 43.619156),True
39576,5.64381,43.8027,2020,10.0,80.0,MEDITERRANEAN,France,9808.0,2155546,POINT (5.64381 43.8027),True
39591,5.690889,43.345092,2017,10.0,500.0,MEDITERRANEAN,France,6684.0,2156888,POINT (5.690889 43.345092),True
39612,3.878087,43.542909,2021,5.0,4.0,MEDITERRANEAN,France,3191.0,2156915,POINT (3.878087 43.542909),True
39615,6.91849,43.513912,2020,8.0,-inf,MEDITERRANEAN,France,11193.0,2159202,POINT (6.91849 43.513912),True
39644,3.687276,43.653176,2021,5.0,50.0,MEDITERRANEAN,France,5817.0,2160704,POINT (3.687276 43.653176),True
39675,6.116736,43.082887,2018,10.0,100.0,MEDITERRANEAN,France,11193.0,2161253,POINT (6.116736 43.082887),True
39695,3.050652,42.886958,2018,10.0,16.0,MEDITERRANEAN,France,4130.0,2161262,POINT (3.050652 42.886958),True
39714,5.558254,43.357194,2018,0.0,3.0,MEDITERRANEAN,France,6141.0,2162625,POINT (5.558254 43.357194),True
39725,1.976111,42.864722,2018,10.0,1.0,ALPINE,France,6989.0,2166623,POINT (1.976111 42.864722),True
39750,3.83271,43.814966,2021,5.0,250.0,MEDITERRANEAN,France,9458.0,2166761,POINT (3.83271 43.814966),True
39759,3.022343,42.794509,2018,10.0,16.0,MEDITERRANEAN,France,9565.0,2167007,POINT (3.022343 42.794509),True
39763,3.142394,43.261807,2019,10.0,-inf,MEDITERRANEAN,France,2885.0,2167640,POINT (3.142394 43.261807),True
39770,6.48976,43.1676,2020,10.0,20.0,MEDITERRANEAN,France,3324.0,2167659,POINT (6.48976 43.1676),True
39805,5.7819,43.71584,2021,10.0,200.0,MEDITERRANEAN,France,2474.0,2167981,POINT (5.7819 43.71584),True
39830,6.303215,43.148462,2018,10.0,-inf,MEDITERRANEAN,France,8654.0,2168149,POINT (6.303215 43.148462),True
39843,6.23256,43.36215,2019,1.0,,MEDITERRANEAN,France,9458.0,2170476,POINT (6.23256 43.36215),True
39855,2.83261,43.46736,2017,1.0,,MEDITERRANEAN,France,1276.0,2171151,POINT (2.83261 43.46736),True
39886,5.603668,43.238113,2017,10.0,100.0,MEDITERRANEAN,France,9261.0,2171744,POINT (5.603668 43.238113),True
39891,1.96215,42.5641,2021,10.0,16.0,ALPINE,France,3334.0,2172600,POINT (1.96215 42.5641),True
39894,6.096763,43.135544,2018,10.0,50.0,MEDITERRANEAN,France,10728.0,2172687,POINT (6.096763 43.135544),True
39910,6.49977,43.157,2020,10.0,100.0,MEDITERRANEAN,France,7748.0,2172704,POINT (6.49977 43.157),True
39936,3.349046,43.274508,2017,0.0,16.0,MEDITERRANEAN,France,9820.0,2172914,POINT (3.349046 43.274508),True
39960,6.607783,43.173191,2019,0.0,10.0,MEDITERRANEAN,France,8785.0,2172916,POINT (6.607783 43.173191),True
39971,4.353028,44.333014,2019,10.0,60.0,MEDITERRANEAN,France,8208.0,2173747,POINT (4.353028 44.333014),True
39987,4.31115,44.11584,2017,1.0,,MEDITERRANEAN,France,2386.0,2174590,POINT (4.31115 44.11584),True
39999,4.78659,43.394391,2017,0.0,-inf,MEDITERRANEAN,France,8643.0,2175428,POINT (4.78659 43.394391),True
40013,3.130395,42.499407,2018,0.0,16.0,MEDITERRANEAN,France,1531.0,2175967,POINT (3.130395 42.499407),True
40015,5.49629,43.87201,2019,1.0,,MEDITERRANEAN,France,3358.0,2176297,POINT (5.49629 43.87201),True
40037,6.9238,43.677,2017,1.0,,MEDITERRANEAN,France,4530.0,2176518,POINT (6.9238 43.677),True
40057,6.845239,43.60959,2017,0.0,4.0,MEDITERRANEAN,France,2643.0,2176819,POINT (6.845239 43.60959),True
40068,5.18552,43.4049,2021,10.0,25.0,MEDITERRANEAN,France,3465.0,2178357,POINT (5.18552 43.4049),True
40076,6.50582,43.1806,2020,10.0,4.0,MEDITERRANEAN,France,8149.0,2178475,POINT (6.50582 43.1806),True
